1,Time,I,,2,Time,I,,3,Time,I,,,4,Time,I,,5,Time,I,,6,Time,I,,7,Time,I,,8,Time,I,,9,Time,I,,10,Time,I,,11,Time,I,,12,Time,I,,13,Time,I,,14,Time,I,,15,Time,I,,16,Time,I,,17,Time,I,,18,Time,I,,19,Time,I,,20,Time,I
,803.239990234375000,692.749023437500000,,,3448.449951171875000,698.242187500000000,,,8688.780273437500000,693.969726562500000,,,,13283.750000000000000,693.969726562500000,,,16854.029296875000000,701.293945312500000,,,25075.029296875000000,701.904296875000000,,,25640.890625000000000,712.280273437500000,,,28209.189453125000000,706.176757812500000,,,31184.939453125000000,704.345703125000000,,,32542.769531250000000,704.345703125000000,,,36645.550781250000000,711.059570312500000,,,37709.308593750000000,702.514648437500000,,,39262.179687500000000,703.735351562500000,,,45715.589843750000000,698.852539062500000,,,46458.761718750000000,704.345703125000000,,,51385.890625000000000,704.956054687500000,,,57940.000000000000000,700.073242187500000,,,58158.011718750000000,700.073242187500000,,,66838.156250000000000,708.007812500000000,,,87131.578125000000000,697.631835937500000
,803.250000000000000,688.476562500000000,,,3448.459960937500000,698.852539062500000,,,8688.790039062500000,691.528320312500000,,,,13283.759765625000000,697.021484375000000,,,16854.039062500000000,703.735351562500000,,,25075.039062500000000,704.345703125000000,,,25640.900390625000000,711.059570312500000,,,28209.199218750000000,705.566406250000000,,,31184.949218750000000,701.293945312500000,,,32542.779296875000000,704.345703125000000,,,36645.558593750000000,711.059570312500000,,,37709.320312500000000,704.956054687500000,,,39262.191406250000000,700.683593750000000,,,45715.601562500000000,699.462890625000000,,,46458.769531250000000,707.397460937500000,,,51385.898437500000000,701.293945312500000,,,57940.011718750000000,703.735351562500000,,,58158.019531250000000,698.852539062500000,,,66838.171875000000000,709.228515625000000,,,87131.593750000000000,695.190429687500000
,803.260009765625000,694.580078125000000,,,3448.469970703125000,699.462890625000000,,,8688.799804687500000,693.969726562500000,,,,13283.769531250000000,696.411132812500000,,,16854.050781250000000,699.462890625000000,,,25075.050781250000000,704.956054687500000,,,25640.910156250000000,713.500976562500000,,,28209.210937500000000,708.007812500000000,,,31184.960937500000000,702.514648437500000,,,32542.789062500000000,702.514648437500000,,,36645.570312500000000,705.566406250000000,,,37709.328125000000000,707.397460937500000,,,39262.199218750000000,701.293945312500000,,,45715.609375000000000,696.411132812500000,,,46458.781250000000000,704.345703125000000,,,51385.910156250000000,702.514648437500000,,,57940.019531250000000,701.293945312500000,,,58158.031250000000000,700.683593750000000,,,66838.179687500000000,708.618164062500000,,,87131.601562500000000,698.852539062500000
,803.270019531250000,690.307617187500000,,,3448.479980468750000,698.852539062500000,,,8688.809570312500000,692.138671875000000,,,,13283.780273437500000,693.969726562500000,,,16854.060546875000000,701.293945312500000,,,25075.060546875000000,703.125000000000000,,,25640.919921875000000,712.890625000000000,,,28209.220703125000000,705.566406250000000,,,31184.970703125000000,704.345703125000000,,,32542.800781250000000,706.176757812500000,,,36645.578125000000000,709.838867187500000,,,37709.339843750000000,704.956054687500000,,,39262.210937500000000,702.514648437500000,,,45715.621093750000000,701.293945312500000,,,46458.789062500000000,707.397460937500000,,,51385.921875000000000,704.345703125000000,,,57940.031250000000000,702.514648437500000,,,58158.039062500000000,698.242187500000000,,,66838.187500000000000,705.566406250000000,,,87131.609375000000000,696.411132812500000
,803.280029296875000,692.749023437500000,,,3448.489990234375000,697.021484375000000,,,8688.820312500000000,690.917968750000000,,,,13283.790039062500000,697.021484375000000,,,16854.070312500000000,704.956054687500000,,,25075.070312500000000,708.007812500000000,,,25640.929687500000000,709.228515625000000,,,28209.230468750000000,705.566406250000000,,,31184.980468750000000,701.904296875000000,,,32542.810546875000000,708.007812500000000,,,36645.589843750000000,706.176757812500000,,,37709.351562500000000,708.007812500000000,,,39262.218750000000000,699.462890625000000,,,45715.628906250000000,700.073242187500000,,,46458.800781250000000,705.566406250000000,,,51385.929687500000000,703.735351562500000,,,57940.039062500000000,702.514648437500000,,,58158.050781250000000,702.514648437500000,,,66838.203125000000000,705.566406250000000,,,87131.617187500000000,698.242187500000000
,803.289978027343750,694.580078125000000,,,3448.500000000000000,698.852539062500000,,,8688.830078125000000,696.411132812500000,,,,13283.799804687500000,695.800781250000000,,,16854.080078125000000,698.852539062500000,,,25075.080078125000000,707.397460937500000,,,25640.939453125000000,713.500976562500000,,,28209.240234375000000,707.397460937500000,,,31184.990234375000000,702.514648437500000,,,32542.820312500000000,706.176757812500000,,,36645.601562500000000,708.618164062500000,,,37709.359375000000000,707.397460937500000,,,39262.230468750000000,703.125000000000000,,,45715.640625000000000,701.293945312500000,,,46458.808593750000000,704.956054687500000,,,51385.941406250000000,704.345703125000000,,,57940.050781250000000,701.293945312500000,,,58158.058593750000000,702.514648437500000,,,66838.210937500000000,706.176757812500000,,,87131.632812500000000,699.462890625000000
,803.299987792968750,695.190429687500000,,,3448.510009765625000,696.411132812500000,,,8688.839843750000000,693.969726562500000,,,,13283.809570312500000,693.969726562500000,,,16854.089843750000000,703.125000000000000,,,25075.089843750000000,702.514648437500000,,,25640.949218750000000,709.838867187500000,,,28209.250000000000000,704.956054687500000,,,31185.000000000000000,704.956054687500000,,,32542.830078125000000,708.618164062500000,,,36645.609375000000000,711.669921875000000,,,37709.371093750000000,704.345703125000000,,,39262.238281250000000,704.345703125000000,,,45715.648437500000000,704.345703125000000,,,46458.820312500000000,703.125000000000000,,,51385.949218750000000,706.176757812500000,,,57940.058593750000000,699.462890625000000,,,58158.070312500000000,700.683593750000000,,,66838.218750000000000,706.787109375000000,,,87131.640625000000000,698.852539062500000
,803.309997558593750,690.917968750000000,,,3448.520019531250000,698.852539062500000,,,8688.849609375000000,693.359375000000000,,,,13283.820312500000000,696.411132812500000,,,16854.099609375000000,700.683593750000000,,,25075.099609375000000,707.397460937500000,,,25640.960937500000000,710.449218750000000,,,28209.259765625000000,708.007812500000000,,,31185.009765625000000,701.293945312500000,,,32542.839843750000000,704.956054687500000,,,36645.621093750000000,712.280273437500000,,,37709.378906250000000,706.176757812500000,,,39262.250000000000000,700.683593750000000,,,45715.660156250000000,701.904296875000000,,,46458.828125000000000,704.956054687500000,,,51385.960937500000000,705.566406250000000,,,57940.070312500000000,703.125000000000000,,,58158.078125000000000,704.956054687500000,,,66838.226562500000000,710.449218750000000,,,87131.648437500000000,700.073242187500000
,803.320007324218750,695.190429687500000,,,3448.530029296875000,700.073242187500000,,,8688.860351562500000,694.580078125000000,,,,13283.830078125000000,693.969726562500000,,,16854.109375000000000,699.462890625000000,,,25075.109375000000000,704.345703125000000,,,25640.970703125000000,712.280273437500000,,,28209.269531250000000,708.618164062500000,,,31185.019531250000000,703.735351562500000,,,32542.849609375000000,702.514648437500000,,,36645.628906250000000,711.669921875000000,,,37709.390625000000000,703.735351562500000,,,39262.261718750000000,704.345703125000000,,,45715.671875000000000,701.293945312500000,,,46458.839843750000000,697.631835937500000,,,51385.968750000000000,708.007812500000000,,,57940.078125000000000,699.462890625000000,,,58158.089843750000000,704.345703125000000,,,66838.242187500000000,709.838867187500000,,,87131.656250000000000,701.293945312500000
,803.330017089843750,691.528320312500000,,,3448.540039062500000,699.462890625000000,,,8688.870117187500000,693.359375000000000,,,,13283.839843750000000,697.631835937500000,,,16854.119140625000000,702.514648437500000,,,25075.119140625000000,699.462890625000000,,,25640.980468750000000,708.007812500000000,,,28209.279296875000000,706.787109375000000,,,31185.029296875000000,705.566406250000000,,,32542.859375000000000,704.956054687500000,,,36645.640625000000000,715.942382812500000,,,37709.398437500000000,702.514648437500000,,,39262.269531250000000,703.125000000000000,,,45715.679687500000000,703.735351562500000,,,46458.851562500000000,700.073242187500000,,,51385.980468750000000,706.176757812500000,,,57940.089843750000000,701.904296875000000,,,58158.101562500000000,701.904296875000000,,,66838.250000000000000,712.280273437500000,,,87131.671875000000000,700.073242187500000
,803.340026855468750,693.359375000000000,,,3448.550048828125000,700.683593750000000,,,8688.879882812500000,689.086914062500000,,,,13283.849609375000000,697.631835937500000,,,16854.130859375000000,701.293945312500000,,,25075.130859375000000,703.735351562500000,,,25640.990234375000000,708.618164062500000,,,28209.289062500000000,709.838867187500000,,,31185.039062500000000,701.293945312500000,,,32542.869140625000000,701.904296875000000,,,36645.648437500000000,709.228515625000000,,,37709.410156250000000,703.125000000000000,,,39262.281250000000000,698.852539062500000,,,45715.691406250000000,699.462890625000000,,,46458.859375000000000,700.073242187500000,,,51385.988281250000000,706.787109375000000,,,57940.101562500000000,701.293945312500000,,,58158.109375000000000,707.397460937500000,,,66838.257812500000000,712.890625000000000,,,87131.679687500000000,703.125000000000000
,803.349975585937500,694.580078125000000,,,3448.560058593750000,701.293945312500000,,,8688.889648437500000,693.969726562500000,,,,13283.860351562500000,695.190429687500000,,,16854.140625000000000,701.293945312500000,,,25075.140625000000000,701.904296875000000,,,25641.000000000000000,708.618164062500000,,,28209.300781250000000,708.618164062500000,,,31185.050781250000000,701.293945312500000,,,32542.880859375000000,701.293945312500000,,,36645.660156250000000,711.059570312500000,,,37709.421875000000000,702.514648437500000,,,39262.289062500000000,702.514648437500000,,,45715.699218750000000,700.683593750000000,,,46458.871093750000000,700.683593750000000,,,51386.000000000000000,708.618164062500000,,,57940.109375000000000,700.073242187500000,,,58158.121093750000000,702.514648437500000,,,66838.273437500000000,710.449218750000000,,,87131.687500000000000,702.514648437500000
,803.359985351562500,695.190429687500000,,,3448.570068359375000,700.073242187500000,,,8688.900390625000000,690.307617187500000,,,,13283.870117187500000,700.073242187500000,,,16854.150390625000000,705.566406250000000,,,25075.150390625000000,699.462890625000000,,,25641.009765625000000,704.345703125000000,,,28209.310546875000000,708.618164062500000,,,31185.060546875000000,703.735351562500000,,,32542.890625000000000,705.566406250000000,,,36645.671875000000000,712.890625000000000,,,37709.429687500000000,701.293945312500000,,,39262.300781250000000,700.683593750000000,,,45715.710937500000000,704.345703125000000,,,46458.878906250000000,702.514648437500000,,,51386.011718750000000,708.007812500000000,,,57940.121093750000000,700.683593750000000,,,58158.128906250000000,704.345703125000000,,,66838.281250000000000,711.059570312500000,,,87131.703125000000000,701.904296875000000
,803.369995117187500,693.359375000000000,,,3448.580078125000000,701.293945312500000,,,8688.910156250000000,691.528320312500000,,,,13283.879882812500000,700.073242187500000,,,16854.160156250000000,700.683593750000000,,,25075.160156250000000,704.956054687500000,,,25641.019531250000000,709.228515625000000,,,28209.320312500000000,710.449218750000000,,,31185.070312500000000,698.852539062500000,,,32542.900390625000000,701.293945312500000,,,36645.679687500000000,707.397460937500000,,,37709.441406250000000,705.566406250000000,,,39262.308593750000000,700.073242187500000,,,45715.718750000000000,699.462890625000000,,,46458.890625000000000,706.176757812500000,,,51386.019531250000000,704.956054687500000,,,57940.128906250000000,703.125000000000000,,,58158.140625000000000,705.566406250000000,,,66838.289062500000000,711.669921875000000,,,87131.710937500000000,703.125000000000000
,803.380004882812500,695.190429687500000,,,3448.590087890625000,699.462890625000000,,,8688.919921875000000,692.749023437500000,,,,13283.889648437500000,695.800781250000000,,,16854.169921875000000,701.904296875000000,,,25075.169921875000000,702.514648437500000,,,25641.029296875000000,708.007812500000000,,,28209.330078125000000,707.397460937500000,,,31185.080078125000000,704.956054687500000,,,32542.910156250000000,702.514648437500000,,,36645.691406250000000,708.618164062500000,,,37709.449218750000000,701.293945312500000,,,39262.320312500000000,704.345703125000000,,,45715.730468750000000,700.683593750000000,,,46458.898437500000000,702.514648437500000,,,51386.031250000000000,710.449218750000000,,,57940.140625000000000,699.462890625000000,,,58158.148437500000000,703.735351562500000,,,66838.296875000000000,709.838867187500000,,,87131.718750000000000,700.683593750000000
,803.390014648437500,690.917968750000000,,,3448.600097656250000,700.073242187500000,,,8688.929687500000000,692.138671875000000,,,,13283.900390625000000,698.852539062500000,,,16854.179687500000000,703.125000000000000,,,25075.179687500000000,704.345703125000000,,,25641.039062500000000,708.618164062500000,,,28209.339843750000000,706.176757812500000,,,31185.089843750000000,703.125000000000000,,,32542.919921875000000,702.514648437500000,,,36645.699218750000000,710.449218750000000,,,37709.460937500000000,702.514648437500000,,,39262.328125000000000,703.735351562500000,,,45715.738281250000000,702.514648437500000,,,46458.910156250000000,705.566406250000000,,,51386.039062500000000,704.345703125000000,,,57940.148437500000000,703.735351562500000,,,58158.160156250000000,700.683593750000000,,,66838.312500000000000,711.059570312500000,,,87131.726562500000000,697.631835937500000
,803.400024414062500,693.359375000000000,,,3448.610107421875000,700.073242187500000,,,8688.940429687500000,691.528320312500000,,,,13283.910156250000000,697.631835937500000,,,16854.189453125000000,698.852539062500000,,,25075.189453125000000,706.787109375000000,,,25641.050781250000000,712.890625000000000,,,28209.349609375000000,708.007812500000000,,,31185.099609375000000,702.514648437500000,,,32542.929687500000000,700.683593750000000,,,36645.710937500000000,707.397460937500000,,,37709.468750000000000,705.566406250000000,,,39262.339843750000000,704.956054687500000,,,45715.750000000000000,698.242187500000000,,,46458.921875000000000,707.397460937500000,,,51386.050781250000000,706.176757812500000,,,57940.160156250000000,701.293945312500000,,,58158.171875000000000,704.956054687500000,,,66838.320312500000000,712.280273437500000,,,87131.742187500000000,700.073242187500000
,803.409973144531250,689.697265625000000,,,3448.620117187500000,698.852539062500000,,,8688.950195312500000,693.359375000000000,,,,13283.919921875000000,693.359375000000000,,,16854.199218750000000,698.242187500000000,,,25075.199218750000000,704.345703125000000,,,25641.060546875000000,712.890625000000000,,,28209.359375000000000,704.956054687500000,,,31185.109375000000000,704.345703125000000,,,32542.939453125000000,702.514648437500000,,,36645.718750000000000,710.449218750000000,,,37709.480468750000000,703.125000000000000,,,39262.351562500000000,707.397460937500000,,,45715.761718750000000,702.514648437500000,,,46458.929687500000000,706.176757812500000,,,51386.058593750000000,707.397460937500000,,,57940.171875000000000,701.904296875000000,,,58158.179687500000000,700.073242187500000,,,66838.328125000000000,710.449218750000000,,,87131.750000000000000,695.800781250000000
,803.419982910156250,690.917968750000000,,,3448.629882812500000,698.852539062500000,,,8688.959960937500000,690.307617187500000,,,,13283.929687500000000,698.852539062500000,,,16854.210937500000000,699.462890625000000,,,25075.210937500000000,705.566406250000000,,,25641.070312500000000,712.280273437500000,,,28209.369140625000000,707.397460937500000,,,31185.119140625000000,703.735351562500000,,,32542.949218750000000,703.735351562500000,,,36645.730468750000000,708.618164062500000,,,37709.488281250000000,703.125000000000000,,,39262.359375000000000,708.007812500000000,,,45715.769531250000000,701.904296875000000,,,46458.941406250000000,708.618164062500000,,,51386.070312500000000,705.566406250000000,,,57940.179687500000000,702.514648437500000,,,58158.191406250000000,704.345703125000000,,,66838.343750000000000,712.890625000000000,,,87131.757812500000000,694.580078125000000
,803.429992675781250,690.917968750000000,,,3448.639892578125000,700.683593750000000,,,8688.969726562500000,695.190429687500000,,,,13283.940429687500000,697.631835937500000,,,16854.220703125000000,695.190429687500000,,,25075.220703125000000,706.787109375000000,,,25641.080078125000000,715.942382812500000,,,28209.380859375000000,709.228515625000000,,,31185.130859375000000,699.462890625000000,,,32542.960937500000000,701.293945312500000,,,36645.738281250000000,709.838867187500000,,,37709.500000000000000,705.566406250000000,,,39262.371093750000000,704.956054687500000,,,45715.781250000000000,700.073242187500000,,,46458.949218750000000,708.618164062500000,,,51386.078125000000000,704.956054687500000,,,57940.191406250000000,700.683593750000000,,,58158.199218750000000,703.735351562500000,,,66838.351562500000000,711.059570312500000,,,87131.773437500000000,695.190429687500000
,803.440002441406250,690.917968750000000,,,3448.649902343750000,697.631835937500000,,,8688.980468750000000,694.580078125000000,,,,13283.950195312500000,694.580078125000000,,,16854.230468750000000,700.683593750000000,,,25075.230468750000000,702.514648437500000,,,25641.089843750000000,713.500976562500000,,,28209.390625000000000,707.397460937500000,,,31185.140625000000000,704.956054687500000,,,32542.970703125000000,706.787109375000000,,,36645.750000000000000,711.059570312500000,,,37709.511718750000000,701.904296875000000,,,39262.378906250000000,705.566406250000000,,,45715.789062500000000,705.566406250000000,,,46458.960937500000000,707.397460937500000,,,51386.089843750000000,708.007812500000000,,,57940.199218750000000,700.073242187500000,,,58158.210937500000000,704.345703125000000,,,66838.359375000000000,708.618164062500000,,,87131.781250000000000,693.359375000000000
,803.450012207031250,689.086914062500000,,,3448.659912109375000,698.852539062500000,,,8688.990234375000000,695.190429687500000,,,,13283.959960937500000,698.852539062500000,,,16854.240234375000000,700.073242187500000,,,25075.240234375000000,706.176757812500000,,,25641.099609375000000,712.890625000000000,,,28209.400390625000000,708.618164062500000,,,31185.150390625000000,701.293945312500000,,,32542.980468750000000,705.566406250000000,,,36645.761718750000000,710.449218750000000,,,37709.519531250000000,703.125000000000000,,,39262.390625000000000,701.904296875000000,,,45715.800781250000000,703.125000000000000,,,46458.968750000000000,708.618164062500000,,,51386.101562500000000,703.735351562500000,,,57940.210937500000000,701.904296875000000,,,58158.218750000000000,705.566406250000000,,,66838.367187500000000,709.838867187500000,,,87131.789062500000000,693.359375000000000
